,0
gene_id,Rv0684
name,fusA1
operon,Op446
gene_product,elongation factor G
COG,"Translation, ribosomal structure and biogenesis"
regulator,"Rv0047c,Rv0081,Rv0135c,Rv0324,csoR,Rv1049,Rv1255c,whiA,Rv1473A,Rv1776c,vapB15,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0684"">External Database</a>"
