,A,mce3R
SRX4498317,1.8718311122,1.4721855167
SRX4498311,0.0151101056,0.6277372513
SRX4498315,-0.2912496436,0.4407656083
SRX4498309,-0.44999271620000003,0.1627908662
SRX4498313,-0.1701984352,0.3988330261
SRX4615568,0.6198452085,0.3806004625
SRX4615570,-0.6198452085,-0.3806004625
SRX727246,-0.5415011889,0.8018790373
SRX727243,-1.2059304977,0.7603215223
SRX727247,-1.8110831607,-0.0673170607
SRX727244,-2.8576171281000002,0.177105907
SRX727245,-0.16315078400000002,0.3274114475
SRX727248,0.2489536862,0.2245640939
SRX727249,0.4774603891,-0.0728779542
SRX727251,0.0706182176,-0.148341692
SRX727250,-0.5480786068,0.2212196462
SRX4498332,0.8553106351,-0.2124540463
SRX4498334,-0.2776319393,-0.20711095370000002
SRX4498335,0.3135004307,-0.2568366487
SRX4498337,0.5106261482000001,-0.17542710960000002
SRX4498324,-0.4454852718,-0.45455236390000003
SRX4498326,0.2173383559,0.17934682030000001
SRX4498328,-0.2343870176,0.2929103957
SRX4498330,0.4625339336,-0.017704852
SRX4498336,-0.2952865826,0.1574254293
SRX4498333,-0.1974916226,0.278725987
SRX4498338,0.6379686793,0.4981326553
SRX4498329,-1.1321444266,0.5931487941
SRX4498325,-0.4317455401,0.08987609740000001
SRX4498327,-1.2788471378000001,0.2502780035
SRX4498331,-0.9540354980000001,0.43048429520000003
