,0
name,ArgR
TF,argR
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/argR"" target=""_blank"">argR</a>"
Function,Transcription factor that regulates the L-arginine biosynthesis pathways
Category,Amino Acids
has_venn,True
scatter,1
has_meme,False
precision,0.875
recall,0.7777777778
