,0
gene_id,Rv2687c
name,Rv2687c
operon,Op1692
gene_product,antibiotic ABC transporter permease
COG,Energy production and conversion
regulator,"senX3,regX3,Rv0767c,Rv1776c,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2687c"">External Database</a>"
