,0
gene_id,Rv1877
name,Rv1877
operon,Op1181
gene_product,MFS-type transporter
COG,Amino acid transport and metabolism
regulator,"Rv0023,Rv0047c,Rv0678,csoR,Rv1049,whiA,Rv2250c,Rv3249c,Rv3488,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1877"">External Database</a>"
