,0
gene_id,Rv0979c
name,Rv0979c
operon,Op633
gene_product,hypothetical protein
COG,No COG annotation
regulator,sigF
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0979c"">External Database</a>"
