,0
gene_id,Rv2063A
name,mazF7
operon,Op1292
gene_product,mRNA interferase MazF7
COG,"Replication, recombination and repair"
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2063A"">External Database</a>"
