,0
gene_id,Rv1228a
name,Rv1228a
operon,Op806
gene_product,hypothetical protein
COG,Function unknown
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1228a"">External Database</a>"
