,0
gene_id,Rv0725c
name,Rv0725c
operon,Op464
gene_product,hypothetical protein
COG,"Secondary metabolites biosynthesis, transport, and catabolism"
regulator,"Rv0324,tcrA,phoP,Rv1353c,Rv2021c,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0725c"">External Database</a>"
