,0
gene_id,Rv2447c
name,folC
operon,Op1549
gene_product,folylpolyglutamate synthase FolC
COG,Coenzyme transport and metabolism
regulator,Rv2011c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2447c"">External Database</a>"
