,0
gene_id,Rv1101c
name,Rv1101c
operon,Op720
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0023,Rv0047c,Rv0081,Rv0273c,phoP,csoR,trcR,Rv1353c,Rv1674c,mbcA,Rv2034,Rv2250c,devR,Rv3249c,Rv3488,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1101c"">External Database</a>"
