,0
gene_id,Rv1962A
name,vapB35
operon,Op1232
gene_product,antitoxin VapB35
COG,"Cell cycle control, cell division, chromosome partitioning"
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1962A"">External Database</a>"
