sample,Rv2307B
SRX3995807,0.6598525673
SRX3995806,0.570111914
SRX3995809,0.5728816870000001
SRX3995808,0.3190130786
SRX4619048,0.848462779
SRX4619047,0.2820470731
SRX4619049,0.659475778
SRX4619050,0.7146085734000001
SRX3995804,0.31851195520000003
SRX3995805,-0.31851195520000003
SRX5089845,0.7050136917000001
SRX5089844,0.3400495216
SRX5089860,-0.1400138604
SRX5089859,0.1666611351
SRX5089858,-0.0266472747
SRX5089854,0.4423433283
SRX5089853,0.4320278195
SRX5089852,0.22510865060000002
SRX5089856,0.0585236452
SRX5089855,-0.0729059356
SRX5089857,-0.0766916665
SRX5089868,0.7644367436
SRX5089866,0.3170860492
SRX5089867,0.5596130142
SRX5089870,-0.1121970869
SRX5089869,-0.06942501770000001
SRX5089871,0.2492550524
SRX5089846,-0.1034551348
SRX5089848,0.489280975
SRX5089847,0.011660290200000001
SRX5089849,-0.2320314619
SRX5089850,-0.080835036
SRX5089851,0.33329445760000004
SRX5089863,0.183244777
SRX5089861,0.021599892000000002
SRX5089862,0.3160276435
SRX5089865,-0.7672799543000001
SRX5089864,-0.47146934370000004
SRX5388955,-0.0163978525
SRX5388957,-0.0236996327
SRX5388954,0.087688744
SRX5388956,-0.0475912588
SRX5388960,1.1807800373
SRX5388961,1.4980769604
SRX5388959,1.154159576
SRX5388958,1.0908410566
SRX5388964,0.1883702023
SRX5388965,0.43345935760000004
SRX5388962,0.5957561579
SRX5388963,0.28188190890000003
SRX6889335,-0.07252544030000001
SRX6889333,0.07252544030000001
SRX6810002,0.08168269610000001
SRX6810004,-0.6439421269000001
SRX6810003,0.5622594308000001
SRX6810006,0.6379442788
SRX6810005,0.6309820634000001
SRX6810007,1.0441649648
ERX1818322,0.2317190289
ERX1818321,-0.2317190289
SRX2617830,-0.1773142288
SRX2617831,-0.12893912030000002
SRX2617833,0.0640797062
SRX2617832,0.12425180890000001
SRX2617828,-0.0941259802
SRX2617827,-0.0663466863
SRX2617829,0.1604726666
SRX3456119,-0.214008363
SRX3456118,-0.2612994927
SRX3456117,0.2389537317
SRX3456101,-0.0424402799
SRX3456099,-0.0269986109
SRX3456100,0.0694388908
SRX3456107,-1.0596565865
SRX3456105,-0.38071282510000004
SRX4374122,0.706139988
SRX4374121,0.8793687615
SRX4374123,0.6813824646000001
SRX4374124,0.08269199320000001
SRX4374125,-0.0931061526
SRX4374126,0.010414159400000001
SRX4374127,0.0982390399
SRX4374128,0.3383472612
SRX4374129,-0.0639927696
SRX4374130,-0.6305887726
SRX4374132,-0.6285351963
SRX4374131,-0.3892761939
SRX4374133,0.4288541803
SRX4374135,0.0301272096
SRX4374134,0.3542871268
SRX4374138,-0.9300920648000001
SRX4374136,-0.4412222347
SRX4374137,-0.8426005717
SRX1091379,0.2936345044
SRX1091380,0.1400393023
SRX1091377,-0.0053899428
SRX1091378,0.0053899428
SRX4647145,-0.2549685412
SRX4647146,0.1869101337
SRX4647147,-0.4316155272
SRX4647144,-0.07911438280000001
SRX4647143,0.09231781010000001
SRX4647142,-0.013203427200000001
SRX4647155,-1.1079422757
SRX4647152,-1.5414976013000001
SRX4647153,-1.3007529494
SRX4647154,-0.6489022373000001
SRX4647148,-0.9915288822
SRX4647149,-1.4690204097000001
SRX4647151,-0.9680580012000001
SRX4647150,-1.2830619326
SRX4647123,0.0086427295
SRX4647124,-0.024519750200000003
SRX4647125,0.0158770207
SRX3103185,-0.613067628
SRX3103189,-0.5149253498
SRX3103187,-0.7401141998
SRX3103184,0.2208109447
SRX3103188,-0.06424346
SRX3103186,-0.15656748480000002
SRX1372110,0.1336636253
SRX1372111,0.4551826149
SRX1372108,0.29825367810000003
SRX1372109,-0.29825367810000003
SRX4506085,0.1689741719
SRX4506083,0.1059276926
SRX4506089,0.1411034437
SRX4506087,0.0650502599
SRX4506077,0.0413734193
SRX4506079,-0.2915305667
SRX4506075,0.2132249693
SRX4506081,0.036932178
SRX4506084,-1.4362592114
SRX4506086,-1.1191543927
SRX4506088,-1.3443237221
SRX4506090,-1.2953126363
SRX4506078,-1.5748687678
SRX4506080,-1.6580365634
SRX4506082,-1.4736564068
SRX4506076,-1.3243798014000001
SRX5352221,0.4751213345
SRX5352223,-0.3214866537
SRX5352222,-0.3504577974
SRX5352229,0.8651006634
SRX5352227,1.0424222713
SRX5352228,0.676840316
SRX5352231,-2.6416383100000003
SRX5352232,-2.8975945657
SRX5352230,-3.6020770928
SRX5352225,-1.037140099
SRX5352224,-0.0852679618
SRX5352226,-1.473984775
SRX5352220,0.08705417010000001
SRX5352219,-0.36714026790000004
SRX5352218,0.2800860978
SRX4498228,0.129358271
SRX4498224,0.3641500345
SRX4498230,0.2261502024
SRX4498226,0.3296551173
SRX4498218,0.11109561250000001
SRX4498216,-0.286538196
SRX4498220,0.0390161495
SRX4498222,0.136426434
SRX4498225,-0.6351582755
SRX4498227,-1.0245449795
SRX4498231,-0.6561934177000001
SRX4498229,-0.72455793
SRX4498217,-0.6585404180000001
SRX4498221,-0.5256160188
SRX4498219,-0.4022617879
SRX4498223,-1.0305507695
SRX5079928,-0.3651436816
SRX5079930,-0.9275415706000001
SRX5079929,-0.3948953403
SRX5079923,-0.1391868305
SRX5079924,-0.1285673843
SRX5079922,-0.060151024600000005
SRX5079920,0.1798327426
SRX5079921,-0.3042803337
SRX5079919,0.1244475911
SRX5079926,-0.1347350685
SRX5079925,-0.33972170890000003
SRX5079927,-0.4745286777
SRX894005,-2.0065864634
SRX894004,-0.8070488175
SRX894006,-0.6269919219
SRX893999,0.1728628301
SRX894000,-0.1092972973
SRX893998,-0.0635655328
SRX4647489,-0.1347278594
SRX4647490,0.1347278594
SRX4647492,-0.1526189149
SRX4647491,0.1004804302
SRX4647496,0.6412141867000001
SRX4647495,0.3832764803
SRX4647499,0.0573196802
SRX4647500,0.039783894800000004
SRX4647493,0.2934861715
SRX4647494,-0.17447683960000002
SRX4647497,-0.08524826790000001
SRX4647498,0.4807923095
SRX4505482,0.2617412899
SRX4505486,-0.053546495000000006
SRX4505484,1.02664213
SRX4505473,-0.40142291300000005
SRX4505476,0.0554199103
SRX4505480,0.24739313170000002
SRX4505478,-0.1019095255
SRX4505474,-0.2009035166
SRX4505483,0.160411211
SRX4505485,0.055445317
SRX4505487,0.0864843696
SRX4505488,-0.2303743178
SRX4505481,0.1226444815
SRX4505477,-0.15756645530000002
SRX4505475,-0.49126808590000004
SRX4505479,0.24860968260000002
SRX4605773,-0.17306987540000002
SRX4605774,-0.0037676683
SRX4605772,-0.0179781054
SRX4605771,0.0179781054
SRX5178871,-0.5785183887
SRX5178872,-0.44110885180000003
SRX5178868,0.023244790600000002
SRX5178870,0.11905581700000001
SRX5178869,-0.14230060760000002
ERX1404045,-0.3155170254
ERX1404046,0.3155170254
ERX1404043,0.6833799486000001
ERX1404044,0.46465556010000003
ERX237502,-0.7877754205
ERX237505,-1.0848451995
ERX237506,-1.0649100549
ERX237500,-0.6536022748
ERX237497,-0.8932447858
ERX237499,-0.519303394
ERX237507,0.15517633120000002
ERX237496,-0.4584984784
ERX237504,0.3033221472
ERX3772318,-0.029885223000000002
ERX3772320,-0.0250872951
ERX3772319,-0.24455571920000002
ERX3772321,-0.1508296986
ERX3772322,-0.30924018470000003
ERX3772323,0.46006988330000004
SRX4314262,-0.2031536831
SRX4314263,-0.1756467596
SRX4314261,0.3788004428
SRX4314265,-0.045461707500000004
SRX4314266,0.1048131182
SRX4314264,-0.5670305497
SRX4314268,-0.537636903
SRX4314267,-0.8055050114000001
SRX4314271,-0.058596871800000006
SRX4314272,-0.0092961662
SRX4314275,-0.0639849114
SRX4314274,-1.2215201951
SRX4314273,-0.6603280604
SRX4314278,0.1755763599
SRX4314276,-0.4578610843
SRX4314281,-0.4954501202
SRX4314279,-0.3288485921
SRX4314280,-0.7596184901
SRX4314284,0.3447185135
SRX4314283,-0.3308355389
SRX4314282,0.0557421304
SRX4314293,-0.35031098320000004
SRX4314292,0.0471069448
SRX4314291,0.0697250728
SRX4314297,-0.13653288700000002
SRX4314298,0.0517983496
SRX4314299,-0.5790191384
SRX4314302,-0.3980478841
SRX4314301,0.22898447770000002
SRX4314300,-0.1446037175
SRX4314305,0.7736294185
