,Value,list
TF,trcR+Rv1776c+whiB4 ,
reg_genes,18,"['ndh' 'pks2' 'lhr' 'Rv0839' 'hddA' 'cysO' 'ppsA' 'Rv2719c' 'eccCa1'
 'nrdF2' 'pks6' 'Rv0654' 'Rv3191c' 'hsp' 'Rv0147']"
comp_genes,21,"['Rv0516c' 'Rv0412c' 'fadD32' 'proS' 'fas' 'pks13' 'pknG' 'Rv0264c'
 'accD6' 'efpA' 'pks16' 'Rv0263c' 'acpM' 'Rv2248' 'Rv1057' 'Rv1592c'
 'Rv0950c' 'fabD']"
both_genes,3,['kasB' 'glnH' 'kasA']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
