,0
name,Fatty Acid Biosynthesis
TF,trcR+Rv1776c+whiB4 
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/trcR"" target=""_blank"">trcR</a> and <a href=""https://mycobrowser.epfl.ch/genes/Rv1776c"" target=""_blank"">Rv1776c</a> and whiB4 "
Function,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons"
Category,Fatty Acid/Cholestrol
has_venn,True
scatter,3
has_meme,False
precision,0.0473933649
recall,0.4761904762
