sample,Rv0311
SRX3995807,0.6307192426
SRX3995806,0.3913491143
SRX3995809,0.7459508898
SRX3995808,0.8549792399
SRX4619048,0.9103743988
SRX4619047,0.7392324501
SRX4619049,1.1053935791
SRX4619050,1.0179661325
SRX3995804,0.4147688989
SRX3995805,-0.4147688989
SRX5089845,0.2566876624
SRX5089844,0.051986078500000005
SRX5089860,-0.025325637600000003
SRX5089859,0.0188120158
SRX5089858,0.0065136217000000005
SRX5089854,3.0337305004
SRX5089853,3.0273318536
SRX5089852,2.9895696011
SRX5089856,0.4872117904
SRX5089855,0.3552298653
SRX5089857,0.4463816306
SRX5089868,2.9218103906
SRX5089866,3.1449742752
SRX5089867,3.023680187
SRX5089870,0.5905729569
SRX5089869,0.7809035933
SRX5089871,0.9159330548
SRX5089846,2.9346942457000003
SRX5089848,2.9020580335
SRX5089847,2.8723227187
SRX5089849,0.2142901559
SRX5089850,0.12974387610000002
SRX5089851,0.2293754758
SRX5089863,3.1585898892
SRX5089861,3.2579812782
SRX5089862,3.2296182179
SRX5089865,0.2532881573
SRX5089864,0.3742318301
SRX5388955,-0.1228488861
SRX5388957,0.0550366663
SRX5388954,0.038500827700000004
SRX5388956,0.0293113921
SRX5388960,2.41154871
SRX5388961,2.7142538817
SRX5388959,2.3923957763
SRX5388958,2.2292034161
SRX5388964,1.0902139862
SRX5388965,1.3628820166
SRX5388962,1.2129023834
SRX5388963,1.2020842681000001
SRX6889335,0.4602225301
SRX6889333,-0.4602225301
SRX6810002,0.0747173248
SRX6810004,0.1460816696
SRX6810003,-0.2207989945
SRX6810006,0.5113869280000001
SRX6810005,0.5664048261
SRX6810007,0.38148475670000004
ERX1818322,0.1257615216
ERX1818321,-0.1257615216
SRX2617830,0.34253766020000004
SRX2617831,0.44143604810000003
SRX2617833,1.1854775251
SRX2617832,1.3397002679
SRX2617828,-0.0503748476
SRX2617827,-0.0597094098
SRX2617829,0.11008425740000001
SRX3456119,0.2994013401
SRX3456118,0.393585069
SRX3456117,0.7370080375
SRX3456101,0.1691361733
SRX3456099,-0.0535365904
SRX3456100,-0.1155995829
SRX3456107,1.6113425404
SRX3456105,2.3313357013
SRX4374122,0.8601037287000001
SRX4374121,0.5195707114
SRX4374123,0.20698491900000002
SRX4374124,-0.15606586860000002
SRX4374125,0.1567797945
SRX4374126,-0.0007139259
SRX4374127,0.15917323490000002
SRX4374128,0.6578953346
SRX4374129,-0.6138900675
SRX4374130,-0.2828282304
SRX4374132,-0.6297307433
SRX4374131,-0.2188969935
SRX4374133,0.32621351800000004
SRX4374135,0.48589978240000004
SRX4374134,0.7743764876
SRX4374138,-1.2916613298000001
SRX4374136,-0.71675038
SRX4374137,-0.4895930806
SRX1091379,-1.198666956
SRX1091380,-1.1308550737
SRX1091377,0.0030108223
SRX1091378,-0.0030108223
SRX4647145,-0.0393739075
SRX4647146,-0.1281983518
SRX4647147,-0.3638730575
SRX4647144,-0.1423252548
SRX4647143,-0.0203438289
SRX4647142,0.1626690837
SRX4647155,0.19105620650000002
SRX4647152,0.2588331305
SRX4647153,0.1219044891
SRX4647154,0.1240652363
SRX4647148,-0.4651627377
SRX4647149,-0.5664294527
SRX4647151,-0.49778614400000004
SRX4647150,-0.6602573066
SRX4647123,-0.0602879158
SRX4647124,0.0129357889
SRX4647125,0.0473521269
SRX3103185,0.1429962968
SRX3103189,0.5132974211
SRX3103187,-0.32345900310000003
SRX3103184,0.0124865878
SRX3103188,0.3272327956
SRX3103186,-0.3397193835
SRX1372110,-0.4212021741
SRX1372111,-0.5158277217
SRX1372108,-0.2457110254
SRX1372109,0.2457110254
SRX4506085,0.22904415720000001
SRX4506083,0.1065710441
SRX4506089,0.0922703166
SRX4506087,0.0914593377
SRX4506077,0.027949350600000002
SRX4506079,0.1058924997
SRX4506075,0.0347111089
SRX4506081,-0.16855295920000002
SRX4506084,-0.31951983700000003
SRX4506086,-0.2258508536
SRX4506088,-0.20799390280000002
