,0
gene_id,Rv2565
name,Rv2565
operon,Op1618
gene_product,NTE family protein
COG,Signal transduction mechanisms
regulator,"tcrA,Rv0678,Rv0767c,Rv1353c,whiA,Rv3488"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2565"">External Database</a>"
