,-0.09303216060692357,-0.06645154329065969,-0.039870925974395816,-0.013290308658131939,0.013290308658131939,0.039870925974395816,0.06645154329065969,0.09303216060692357,0.11961277792318745,0.14619339523945132,0.1727740125557152,0.19935462987197908,0.22593524718824295,0.2525158645045068,0.27909648182077074,0.30567709913703456,0.3322577164532985,0.3588383337695623,0.38541895108582624,0.41199956840209007
thresh,-0.10632246926505551,0.10632246926505551,1,,,,,,,,,,,,,,,,,
unreg,0,2,59,2011,1720,96,9,3,1,3,0,1,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],['ileS'],['Rv0115a' 'PPE33' 'PPE32'],[],['Rv1535'],[],[],[],[],[],['PE20'],[],[]
