sample,Rv1735a
SRX3995807,0.036823265
SRX3995806,-1.6502480623
SRX3995809,0.1973253832
SRX3995808,-0.7012440983
SRX4619048,0.6657533403
SRX4619047,-1.0362479503
SRX4619049,-0.0618181921
SRX4619050,-1.0221405652
SRX3995804,0.040946411200000005
SRX3995805,-0.040946411200000005
SRX5089845,0.4173700936
SRX5089844,0.8571212106
SRX5089860,-0.29939382070000004
SRX5089859,0.16049353130000002
SRX5089858,0.13890028940000002
SRX5089854,-3.8286035692000002
SRX5089853,-3.318271017
SRX5089852,-3.5839557049
SRX5089856,-0.17656132800000002
SRX5089855,-0.4802987212
SRX5089857,-0.562896442
SRX5089868,-3.1764369841
SRX5089866,-3.5960974381
SRX5089867,-3.7551822148
SRX5089870,-0.7173724461000001
SRX5089869,-0.5315058095
SRX5089871,-0.5639269213
SRX5089846,-3.8473199318
SRX5089848,-5.6408740821
SRX5089847,-4.4391009009
SRX5089849,-1.4523252443999999
SRX5089850,-1.0836175952
SRX5089851,-1.5154802658
SRX5089863,-4.8445383849
SRX5089861,-3.9897609102000002
SRX5089862,-5.2905776335
SRX5089865,-0.7051563139
SRX5089864,-0.5426247395
SRX5388955,-0.5953742712
SRX5388957,0.0696428712
SRX5388954,0.39707195300000003
SRX5388956,0.12865944710000002
SRX5388960,-0.2015188715
SRX5388961,0.5280314764
SRX5388959,0.059700776000000004
SRX5388958,-0.1507213604
SRX5388964,0.5090165456
SRX5388965,0.6516773923
SRX5388962,0.8781537562
SRX5388963,0.32942173620000004
SRX6889335,-1.046919909
SRX6889333,1.046919909
SRX6810002,-0.0399462949
SRX6810004,-0.020184124
SRX6810003,0.0601304189
SRX6810006,-0.6671551749
SRX6810005,-0.6070295876
SRX6810007,-0.4225852238
ERX1818322,-0.3189046034
ERX1818321,0.3189046034
SRX2617830,0.3115807775
SRX2617831,0.3410602934
SRX2617833,0.3208272789
SRX2617832,0.6392215465000001
SRX2617828,-0.086455313
SRX2617827,0.0545734062
SRX2617829,0.0318819069
SRX3456119,0.0
SRX3456118,0.0
SRX3456117,0.0
SRX3456101,0.0
SRX3456099,0.0
SRX3456100,0.0
SRX3456107,0.0
SRX3456105,0.0
SRX4374122,0.13448510260000002
SRX4374121,-0.5249450591
SRX4374123,-0.2521990702
SRX4374124,0.1317591921
SRX4374125,-0.3866228265
SRX4374126,0.2548636344
SRX4374127,0.3321526959
SRX4374128,-0.0847470855
SRX4374129,5.3335613848
SRX4374130,-0.2505579302
SRX4374132,5.1757833223
SRX4374131,-0.9974856595
SRX4374133,-0.3262017962
SRX4374135,5.0146736881
SRX4374134,1.0477075647
SRX4374138,5.0924448694
SRX4374136,-0.6056541988
SRX4374137,-0.9023328820000001
SRX1091379,1.1452146169
SRX1091380,1.1557468999
SRX1091377,-0.0175559637
SRX1091378,0.0175559637
SRX4647145,0.5419201268
SRX4647146,-0.6290023785000001
SRX4647147,-0.3696236062
SRX4647144,0.5923044312
SRX4647143,0.3269726281
SRX4647142,-0.9192770593
SRX4647155,-0.023024777
SRX4647152,-0.1216485477
SRX4647153,-0.6805677024
SRX4647154,-0.1670229935
SRX4647148,-0.36011160480000004
SRX4647149,-1.4750453084
SRX4647151,-0.2047878121
SRX4647150,-0.9879922743
SRX4647123,-0.0434795259
SRX4647124,0.522049761
SRX4647125,-0.4785702351
SRX3103185,0.8673743012
SRX3103189,0.47277937600000003
SRX3103187,-0.1976164664
SRX3103184,0.5461690056
SRX3103188,0.0821099481
SRX3103186,-0.6282789537
SRX1372110,3.0540937927
SRX1372111,2.8721767313
SRX1372108,-0.3603605646
SRX1372109,0.3603605646
SRX4506085,0.31388980380000003
SRX4506083,0.2920724516
SRX4506089,0.0369269351
SRX4506087,0.6766833766
SRX4506077,-0.3124138415
SRX4506079,0.2504129549
SRX4506075,0.2098971011
SRX4506081,-0.1478962145
SRX4506084,-0.19372584010000002
SRX4506086,-0.3313061922
SRX4506088,-0.7866183234
SRX4506090,0.2076744668
SRX4506078,-0.8745486450000001
SRX4506080,-1.1878201651
SRX4506082,-0.4062612392
SRX4506076,-0.3623793019
SRX5352221,-2.85213675
SRX5352223,-2.1721192408
SRX5352222,-1.6666042766
SRX5352229,-0.4662819964
SRX5352227,-0.9092226934000001
SRX5352228,-2.0506818163
SRX5352231,-2.8407922525
SRX5352232,-2.5685907368
SRX5352230,-2.454465234
SRX5352225,2.2023887706
SRX5352224,2.0285254868
SRX5352226,2.0383687422
SRX5352220,-0.1879561058
SRX5352219,0.2256514595
SRX5352218,-0.0376953536
SRX4498228,0.5030875612
SRX4498224,1.4105574141
SRX4498230,0.6014352464
SRX4498226,-0.5248684379
SRX4498218,0.5076776405
SRX4498216,0.22265902240000002
SRX4498220,0.1434158377
SRX4498222,-0.8737525006
SRX4498225,-0.3563032142
SRX4498227,0.4802749027
SRX4498231,0.5012678991
SRX4498229,0.9934401016000001
SRX4498217,1.111019068
SRX4498221,-0.30515460510000003
SRX4498219,0.2285977518
SRX4498223,1.4371208873999999
SRX5079928,-0.5903459648
SRX5079930,0.6861414184
SRX5079929,0.0128962873
SRX5079923,-0.392933819
SRX5079924,-0.5728381836
SRX5079922,-1.0246442259
SRX5079920,0.2022126324
SRX5079921,-0.2548619474
SRX5079919,0.0526493151
SRX5079926,-0.6653148538
SRX5079925,-0.0221460803
SRX5079927,-0.2155989405
SRX894005,2.3794472961
SRX894004,2.7287111392
SRX894006,2.6986734432
SRX893999,0.3038015148
SRX894000,0.0418188092
SRX893998,-0.34562032400000003
SRX4647489,0.3646880299
SRX4647490,-0.3646880299
SRX4647492,0.19403540160000002
SRX4647491,0.042421302800000005
SRX4647496,0.2018108649
SRX4647495,0.4652784418
SRX4647499,0.7948649578
SRX4647500,0.2216026026
SRX4647493,-0.2882671443
SRX4647494,0.396272805
SRX4647497,0.39813500230000004
SRX4647498,0.6041090399
SRX4505482,-0.8023282558
SRX4505486,-0.7176562296
SRX4505484,-0.22586206800000003
SRX4505473,-1.040431893
SRX4505476,0.293745281
SRX4505480,-0.2153555579
SRX4505478,0.969474134
SRX4505474,-1.047863857
SRX4505483,-1.6594438601000001
SRX4505485,-0.5310058402
SRX4505487,-1.1465971969
SRX4505488,-1.1296303969000001
SRX4505481,-0.6799120171
SRX4505477,-0.8695781852000001
