,0
gene_id,Rv1735a
name,Rv1735a
operon,Op1083
gene_product,hypothetical protein
COG,Inorganic ion transport and metabolism
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1735a"">External Database</a>"
