,0
gene_id,Rv2024c
name,Rv2024c
operon,Op1271
gene_product,hypothetical protein
COG,"Replication, recombination and repair"
regulator,"tcrA,Rv1473A,Rv1776c,Rv2034,Rv2989,kstR,whiB4"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2024c"">External Database</a>"
