sample,Rv2307D
SRX4314306,0.2463338378
SRX4314308,-0.0917038937
SRX4314307,0.4021665641
SRX4314311,0.1664641235
SRX4314317,-0.0141551994
SRX4314316,0.2546366084
SRX4314318,0.21415684370000002
SRX4314319,0.0837647031
SRX4314331,-0.30532729280000004
SRX4314330,-0.0847196312
SRX4314332,0.2164082294
SRX4314335,-0.5096242446
SRX4314334,-0.41178652130000004
SRX4314333,-0.4967336721
SRX4314338,-0.4323413968
SRX4314336,-0.6225155712
SRX4314337,-0.6666309581000001
SRX4314339,-0.7245893848
SRX4314340,-0.5441084460000001
SRX4314341,-0.9828156725
SRX3686762,1.4337706972
SRX3686763,1.5410642479
SRX3686761,1.5198793764
SRX3686765,0.4241044459
SRX3686769,0.8072294411000001
SRX3686766,0.8472063772
SRX3686768,1.1593372115
SRX3686764,0.4866582023
SRX3686767,0.8642215345
SRX3686788,-0.1971856492
SRX3686791,-0.0109907288
SRX3686792,0.2120212405
SRX3686793,-0.0379683737
SRX3686790,0.1313864456
SRX3686789,-0.09726293450000001
SRX3686829,1.3086388642
SRX3686830,1.1877801122
SRX3686828,1.1329310833
SRX3686819,0.6381448145
SRX3686818,0.6010314744
SRX3686817,0.6127762622
SRX3686822,0.6472705716
SRX3686820,0.2396268893
SRX3686821,0.5295941357
SRX3686743,1.5150934891999999
SRX3686744,1.5468281168
SRX3686745,1.6481414764
SRX3686772,0.5528363943
SRX3686770,1.0759372107
SRX3686771,0.9510480630000001
SRX3686794,0.9133842502
SRX3686796,1.0646005916
SRX3686751,1.3550303267000001
SRX3686749,1.3778243531
SRX3686750,1.5963240219000001
SRX3686778,1.1696892302
SRX3686777,1.1110432149
SRX3686776,1.2728770444
SRX3686800,0.8011182563
SRX3686801,0.8359004377
SRX3686755,1.7854524849
SRX3686757,1.398155314
SRX3686756,1.4481116395
SRX3686784,0.5293625225
SRX3686783,0.7242122389
SRX3686782,0.8831842246
SRX3686809,0.762080862
SRX3686807,0.7789771606
SRX3686808,0.7980956147
SRX3686787,1.4704652582
SRX3686786,1.2161561621
SRX3686785,1.25751546
SRX3686799,0.9135847747
SRX3686797,1.0554336848
SRX3686798,1.0186997655
SRX3686746,1.7118240409
SRX3686748,1.6702245331
SRX3686747,1.8050108978
SRX3686773,1.1693038353
SRX3686774,1.1929244367
SRX3686775,1.2312737559
SRX3686754,1.9092796225000002
SRX3686753,1.9258686131
SRX3686752,1.7348210152
SRX3686780,1.5620569984000001
SRX3686779,1.6581915658000002
SRX3686781,1.329002382
SRX3686806,0.8016416311
SRX3686805,0.8695741916
SRX3686758,1.5650410832000001
SRX3686760,1.8790614593
SRX3686759,1.8102407757
SRX3686810,0.8282923188
SRX3686811,0.8464192947
SRX3686812,0.6210431717
SRX3686813,0.7892298024000001
SRX3686815,0.7413117511
SRX3686816,0.7776057962
SRX3686823,0.7817431039
SRX3686824,1.0960619586
SRX3686825,1.5327669588
SRX3686827,1.4604201441
SRX3686826,1.380484434
SRX7054191,-0.308623342
SRX7054189,0.1739533839
SRX7054190,0.1346699582
SRX7054193,0.2916082726
SRX7054192,0.5490881961
SRX7054194,0.6143550990000001
SRX4506284,-0.37695550850000004
SRX4506280,-0.43462526290000003
SRX4506282,-0.1686106903
SRX4506278,0.1375213085
SRX4506274,0.0744149283
SRX4506273,-0.3541423063
SRX4506271,0.32765951190000003
SRX4506276,-0.047932134
SRX4506283,0.1374155144
SRX4506279,0.1154816438
SRX4506285,-0.18050609780000001
SRX4506281,-0.196815247
SRX4506275,0.3919331897
SRX4506277,-0.2250367217
SRX4506272,0.23684702230000002
SRX2923393,-0.0039579605000000006
SRX2923394,0.0039579605000000006
SRX2923398,0.7072861234000001
SRX2923397,0.5503557516
SRX2923395,-0.4310402614
SRX2923396,-0.4703044624
SRX2923400,-1.1298497413
SRX2923401,-1.631029223
SRX2923403,0.57618104
SRX2923402,-0.28628695460000003
SRX6853288,-0.1492336914
SRX6853287,-0.5149186519
SRX6853286,-0.514697013
SRX6853284,0.0669740701
SRX6853285,0.0676907717
SRX6853283,-0.13466484180000002
SRX4319040,0.11642318630000001
SRX4319041,0.0464000165
SRX4319039,-0.1628232028
SRX4314613,-0.7942378790000001
SRX4314614,-0.9416050162
SRX4314615,-0.8457595136
SRX4314632,-0.0604296288
SRX4314631,0.1126020419
SRX4314633,-0.129825355
SRX4314622,-0.967878898
SRX4314623,-1.8295143343
SRX4314624,-1.3251586434
SRX4314611,-0.4143477089
SRX4314610,0.1001770171
SRX4314612,0.3141706918
SRX4314630,0.13864148510000002
SRX4314628,-0.0705281735
SRX4314629,0.2087358256
SRX4314619,-0.1079967325
SRX4314621,-0.1192462143
SRX4314620,-0.4182766452
SRX7119390,0.2874969743
SRX7119388,-0.2874969743
SRX7119386,0.8342763307000001
SRX7119385,0.6705404727000001
SRX7119387,0.6248474875000001
SRX3746749,1.7810217216000002
SRX3746748,0.4011957291
SRX3746751,-2.6430542759
SRX3746750,-1.3640453865
SRX3746752,0.1330107446
SRX3746753,-2.5916793705
SRX3746755,-0.571178925
SRX3746754,0.571178925
SRX2345943,-0.0998572268
SRX2345942,0.0998572268
SRX2345941,-0.11563603830000001
SRX2345940,-0.4736697058
SRX3992217,0.048959412
SRX3992216,-0.1322910173
SRX3992214,-0.9601956236
SRX3992215,-0.5124996122000001
SRX3992221,-0.8443314929
SRX3992220,-0.934923558
SRX3992219,-0.16655578000000001
SRX3992218,-0.1761398968
SRX3992201,-0.1201065775
SRX3992200,-0.2573859781
SRX3992198,0.0766028692
SRX3992199,0.007811878
SRX3992202,-0.027856772000000002
SRX3992203,0.1156769849
SRX3992204,-0.6893986208
SRX3992205,-0.0832502581
SRX3992206,-0.42701287120000003
SRX3992207,-0.2668291669
SRX3992209,-0.2855718505
SRX3992208,-0.2997419853
SRX3992212,-0.1770283316
SRX3992213,-0.25907668510000004
SRX3992210,-0.1176530813
SRX3992211,0.1176530813
SRX357084,0.07734264660000001
SRX357083,-0.07734264660000001
SRX4647134,0.25556256780000003
SRX4647137,0.0038081979
SRX4647136,0.400909862
SRX4647135,0.4139290034
SRX4647139,0.062338986400000004
SRX4647141,-0.0729907486
SRX4647140,0.0262447481
SRX4647138,-0.0155929858
SRX4647128,-0.114529209
SRX4647127,-0.2104249223
SRX4647129,-0.40892531940000004
SRX4647126,-0.0657373111
SRX4647133,-0.49398778670000004
SRX4647132,-0.7615620072
SRX4647131,-1.1210413317
SRX4647130,-0.0880888059
SRX6923924,-0.8368543641
SRX6923925,-0.21322777910000001
SRX6923923,-1.1031743443
SRX6923922,-4.2651876854
SRX6923939,-0.106085286
SRX6923938,0.106085286
SRX6923936,0.2197058393
SRX6923937,0.24396107390000002
SRX5509428,-0.20500974630000002
SRX5509427,0.20500974630000002
SRX1882560,-1.5355526795999999
SRX1882558,-1.418893163
SRX1882559,-1.5396706283000001
SRX1882561,-1.2741716311
SRX1882563,-1.2350145042
SRX1882562,-1.2143833829
SRX1882565,-1.0139677881
SRX1882566,-1.0681282664
SRX1882564,-0.9326988344
SRX1882568,-0.7068148292
SRX1882567,-0.6198395374
SRX1882569,-0.6964782526000001
SRX1882555,-0.054498301000000006
SRX1882557,-0.0077996249000000005
SRX1882556,0.0622979259
SRX5088615,0.2032718972
SRX5088616,0.4164529845
SRX6845150,2.2348747305
SRX6845149,2.6646903278
SRX6845151,-0.1637860637
SRX6845152,-0.36972807700000004
SRX6845145,2.4639833598
SRX6845146,2.4649430117
SRX6845142,0.2923275768
SRX6845141,0.2215821497
SRX6845144,-0.16481625300000002
SRX6845143,0.16481625300000002
SRX5605051,0.1160059509
SRX5605045,-0.1160059509
SRX5605060,-0.1762470798
SRX5605059,-0.1388761037
SRX2382017,-0.1548508973
SRX2382024,0.1548508973
SRX2382027,-1.758208404
SRX2382029,-2.3345279217
SRX2382217,-2.0353866467
SRX2382023,-1.5037208264
SRX2382218,-0.2646715479
SRX2382219,-0.671637775
SRX2382213,-1.8881430317
SRX2382019,-2.010574933
SRX2382214,0.033892286300000005
SRX2382215,0.3828348849
SRX2382020,0.4578077855
SRX2382216,0.0969144031
SRX2382022,-0.015997099100000002
SRX2382033,-0.0272318764
SRX2382220,-0.8492759093000001
SRX2382222,-0.9300574225
SRX2382030,-0.2292484138
SRX4506350,0.2286738167
SRX4506352,0.1219079012
SRX4506354,0.082515583
SRX4506348,-0.0147647217
SRX4506346,0.09490528000000001
SRX4506344,-0.0801405583
SRX4506351,-0.3546103477
SRX4506353,-0.1397982817
SRX4506355,-0.37202519310000004
SRX4506349,-0.4821045658
SRX4506345,-0.17783968120000002
SRX4506347,-0.16792609960000002
SRX4514122,-0.186205541
SRX4514124,-0.1439880872
SRX4514126,-0.0528902008
SRX4514120,-0.1906511384
SRX4514112,-0.0630103192
SRX4514116,0.2513018975
SRX4514118,0.22464280150000002
SRX4514114,-0.4129343797
SRX4514121,-0.2124151218
SRX4514125,-0.2877794147
SRX4514127,-0.2763204067
SRX4514123,-0.1793275442
SRX4514115,-0.2259694582
SRX4514117,0.2104631385
SRX4514113,-0.3341684829
SRX4514119,0.3296100883
SRX958308,1.3371172799
SRX958306,0.9408245597
SRX958307,1.0820116936
SRX958313,-0.038773853500000004
SRX958312,0.1677067693
SRX958314,-0.1289329158
SRX958320,0.160778948
SRX958318,-0.17463083170000002
SRX958319,-0.053366952700000005
SRX958323,-0.142474916
SRX958322,0.3148889961
SRX958321,-0.0704205388
SRX958310,0.3650816995
SRX958309,0.2227147278
SRX958311,0.3305593398
SRX958317,0.3845073516
SRX958315,0.6459232482
SRX958316,0.7190995563
SRX958324,1.5722780865
SRX958325,1.1905818577
SRX4498322,0.3305172395
SRX4498318,0.5832017503
SRX4498320,0.3659634101
SRX4498316,0.4369176984
SRX4498312,0.10674332800000001
SRX4498308,-0.13275730060000002
SRX4498314,-0.0227223645
SRX4498310,0.048736337000000005
SRX4498319,1.2636482479
SRX4498317,1.6335673887
SRX4498311,-0.11711380310000001
SRX4498315,-0.1309808384
SRX4498309,0.2309708916
SRX4498313,-0.0300587054
SRX4615568,0.2536887651
SRX4615570,-0.2536887651
SRX727246,-1.3075473901999999
SRX727243,-0.0278566129
SRX727247,-2.1620640518
SRX727244,-1.8582158342000001
SRX727245,-2.7683317242000003
SRX727248,-3.5050187084999997
SRX727249,-0.15392677030000002
SRX727251,-0.23051472350000002
SRX727250,0.38444149380000003
SRX4498332,0.005116426800000001
SRX4498334,-0.617884008
SRX4498335,-0.6892568688
SRX4498337,-0.7900671768
SRX4498324,0.2872087863
SRX4498326,-0.1495161002
SRX4498328,-0.018060457800000002
SRX4498330,-0.1196322283
SRX4498336,-0.6278753149
SRX4498333,-0.8529195383
SRX4498338,-0.6983009118
SRX4498329,-0.7570563229
SRX4498325,-0.5324847425
SRX4498327,-0.33333138100000004
SRX4498331,-0.5863644817
