,0
gene_id,Rv2922A
name,acyP
operon,Op1835
gene_product,acylphosphatase
COG,Energy production and conversion
regulator,"Rv0576,csoR,Rv1219c,Rv1816,Rv2250c,devR,sigF,groEL1"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2922A"">External Database</a>"
