sample,Rv3063
SRX3995807,0.2716404702
SRX3995806,0.2205956752
SRX3995809,0.1774736567
SRX3995808,0.3775589789
SRX4619048,0.2197406963
SRX4619047,0.4131940516
SRX4619049,0.39123305500000005
SRX4619050,0.31733474710000004
SRX3995804,-0.0050355669
SRX3995805,0.0050355669
SRX5089845,0.2029343821
SRX5089844,0.0333811023
SRX5089860,-0.0226680507
SRX5089859,-0.0308127906
SRX5089858,0.053480841300000005
SRX5089854,0.0142359298
SRX5089853,-0.1631097135
SRX5089852,-0.1644962086
SRX5089856,0.2623356905
SRX5089855,0.18168314200000002
SRX5089857,0.4302775507
SRX5089868,0.0076060023
SRX5089866,0.0199115474
SRX5089867,0.1578710767
SRX5089870,0.4012140973
SRX5089869,0.36690911660000003
SRX5089871,0.3655410677
SRX5089846,-0.2022484884
SRX5089848,-0.1842866518
SRX5089847,-0.2784730278
SRX5089849,0.277116688
SRX5089850,0.31263602230000004
SRX5089851,0.39703123760000003
SRX5089863,0.0731113911
SRX5089861,-0.0575048037
SRX5089862,-0.1324039064
SRX5089865,0.17428873350000001
SRX5089864,0.254762775
SRX5388955,-0.1476004193
SRX5388957,0.0233567429
SRX5388954,0.0654873787
SRX5388956,0.0587562976
SRX5388960,-0.39990489020000003
SRX5388961,-0.0783371675
SRX5388959,-0.4457810276
SRX5388958,-0.5399753228
SRX5388964,-0.2732435389
SRX5388965,-0.07162715680000001
SRX5388962,0.0344950355
SRX5388963,-0.2978754684
SRX6889335,0.3099080454
SRX6889333,-0.3099080454
SRX6810002,-0.0463751331
SRX6810004,0.1960372044
SRX6810003,-0.1496620713
SRX6810006,-0.0518588335
SRX6810005,-0.0322377092
SRX6810007,0.2034996454
ERX1818322,-0.17725922330000002
ERX1818321,0.17725922330000002
SRX2617830,0.5270415287
SRX2617831,0.6066449511
SRX2617833,-0.3798637299
SRX2617832,-0.3828441168
SRX2617828,-0.0359033489
SRX2617827,-0.0600395647
SRX2617829,0.0959429136
SRX3456119,0.3220781921
SRX3456118,0.0479270292
SRX3456117,0.8019301092000001
SRX3456101,0.028324477400000003
SRX3456099,0.12865585370000002
SRX3456100,-0.1569803311
SRX3456107,1.9280597107
SRX3456105,1.4312660721000001
SRX4374122,-0.0863159079
SRX4374121,-0.0953182083
SRX4374123,-0.0587469043
SRX4374124,0.1433705472
SRX4374125,-0.1059405076
SRX4374126,-0.0374300396
SRX4374127,-0.1655471795
SRX4374128,-0.3121558296
SRX4374129,-0.505104573
SRX4374130,-0.142045895
SRX4374132,-0.46922546390000003
SRX4374131,-0.2567450388
SRX4374133,-0.3259829962
SRX4374135,-0.43523310590000003
SRX4374134,-0.3268060994
SRX4374138,-0.7219804590000001
SRX4374136,-0.4370979243
SRX4374137,-0.5145027299
SRX1091379,0.22786919560000002
SRX1091380,0.2151766038
SRX1091377,-0.023427677600000002
SRX1091378,0.023427677600000002
