,0
gene_id,Rv2452c
name,Rv2452c
operon,Op1553
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0135c,Rv0302,csoR,Rv1219c,Rv1255c,Rv1473A,Rv1719,Rv2011c,Rv2034,Rv2250c,Rv3249c,Rv3736,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2452c"">External Database</a>"
