,0
gene_id,Rv3134c
name,Rv3134c
operon,Op1961
gene_product,universal stress protein
COG,Signal transduction mechanisms
regulator,"phoP,Rv0767c,trcR,Rv1353c,Rv1473A,Rv2034,Rv3066,Rv3249c,sigM"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3134c"">External Database</a>"
