,0
gene_id,Rv2684
name,arsA
operon,Op1690
gene_product,arsenic-transport integral membrane protein ArsA
COG,Inorganic ion transport and metabolism
regulator,"Rv0023,Rv0302,Rv0324,mprA,mprB,Rv1353c,cmtR,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2684"">External Database</a>"
