,0
gene_id,Rv3823c
name,mmpL8
operon,Op2392
gene_product,integral membrane transport protein MmpL8
COG,Function unknown
regulator,"Rv0023,Rv0081,Rv0135c,Rv0324,Rv0465c,tcrA,Rv0653c,Rv0678,phoP,mprA,mprB,trcR,sigI,Rv1255c,Rv1287,Rv1353c,Rv1473A,lysG,mbcA,Rv2034,sigC,Rv2324,Rv3160c,mtrA,kstR2,kstR,lsr2,whiB4,Rv3736,tcrX,espR,ethR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3823c"">External Database</a>"
