,0
gene_id,Rv0199
name,Rv0199
operon,Op140
gene_product,membrane protein
COG,No COG annotation
regulator,"Rv0023,Rv0047c,Rv0273c,Rv0302,Rv1719,Rv1776c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0199"">External Database</a>"
