,0
gene_id,Rv3843c
name,Rv3843c
operon,Op2406
gene_product,transmembrane protein
COG,Cell motility
regulator,"Rv0081,Rv0324,csoR,Rv1816,Rv2989,Rv3488,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3843c"">External Database</a>"
