,-0.13352118411450659,-0.0953722743675047,-0.057223364620502815,-0.01907445487350093,0.019074454873500957,0.05722336462050284,0.09537227436750473,0.13352118411450659,0.1716700938615085,0.2098190036085104,0.24796791335551227,0.28611682310251413,0.32426573284951604,0.36241464259651796,0.40056355234351976,0.43871246209052167,0.4768613718375236,0.5150102815845254,0.5531591913315275,0.5913081010785293
thresh,-0.15259563898800751,0.15259563898800751,2,,,,,,,,,,,,,,,,,
unreg,0,2,18,1943,1894,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
iniR,0,0,1,16,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
iniR_genes,[],[],['Rv1754c'],"['Rv3705A' 'Rv2081c' 'rpoA' 'ogt' 'Rv3427c' 'PPE54' 'espI' 'PE_PGRS46'
 'Rv2795c' 'PE_PGRS60' 'PPE24' 'PPE14' 'Rv3466' 'Rv3349c' 'PPE55' 'pks7']","['Rv2797c' 'Rv2203' 'Rv3660c' 'plcB' 'Rv1702c' 'Rv2721c' 'moxR2' 'mycP2'
 'PE_PGRS50' 'PPE38']",[],[],[],[],['iniC'],[],[],['iniA'],[],[],[],[],['iniB'],[],[]
