Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
STM14_5526,0.004039912375222892,-0.0051595179283171885,0.016202219717358277,0.006327856861038504,0.0002285388916844585,0.00126451166453957,-0.002256138831624791,-0.0002350488016387762,0.0029187673177714065,0.004750851813097131,-0.0009202240292561518,-0.007920951017458792,-0.003094641276889513,0.0061899568106785294,0.020320477115547988,-0.007687117638743298,-0.006591488053074176,0.005974779375945776,-0.012085654421032752,0.013459045886684385
STM14_5527,0.0005348975576543975,0.003702087452682032,0.00533192304853188,0.003741038786685864,0.0047794364669888935,-0.006607334913051937,0.003868683498644356,-0.01688489538800582,-0.0026918644823050327,0.007595905365395752,0.00515617771768703,-0.008730072559769592,-0.00302289398927358,-0.0021626401133653544,-8.327984291841074e-05,0.003922992981297477,0.0009464779592903295,0.006694781268480516,-0.008156620633364968,-0.008857019026312574
STM14_5528,-0.010036087500554658,-0.012307424973299674,0.03452089094458364,0.0108631746659702,-0.0006066368324234993,-0.005130787483973676,-0.01007533804591428,0.013921823831857636,0.0009024340695801021,-0.009067560956412592,0.01023817408535992,-0.004164801821185057,0.008436211846552345,-0.003107151002793138,-0.0038815606997050856,0.0011861285039627932,0.0071169445639622285,0.03685742986393953,-0.003270885679870639,0.015533885601781813
STM14_5529,-0.002741251649883913,-0.016752007508917536,0.020225398632727085,-0.0006319840937335515,-0.006786573071387755,-0.014076321303581914,-0.005747941125671916,0.01355920092749032,-0.02001993890814442,-0.014878813543669765,0.0123788178081199,0.0012881581970170858,-0.005635496212811327,0.0020031916325936655,0.004485421720205139,-0.0012081175160982493,-0.0017280482122953211,0.004438783102144348,-0.009263029202944079,0.0040871870302043
STM14_5530,0.0022333780262024567,-0.01006356852471853,0.015081910383921364,0.00445275018842213,-0.006585549263335255,-0.016188666208127804,-0.012322925796922053,-0.008345047250265483,-0.018717932916714607,-0.015856536527915764,0.005089803484622982,0.004438382769648683,0.007453068635260776,-0.01730237450800085,-0.00392686140694467,0.004173114642240097,0.0030411119871881155,0.018698632339157847,0.0041146510159103976,0.013977695377964918
STM14_5531,-0.001084243486003438,-0.013819276841676826,-0.007737574251992511,0.007708687238959918,0.010836182282625992,-0.015291868945377422,0.008416451158473566,-0.012435414041000266,-0.010629429478553007,-0.0018858488942265314,0.014230155409729354,0.002629687669785453,0.007287972967932844,-0.01417362005921873,0.008936830459550085,0.0019599422038067173,0.003144044075899904,0.005431467048511368,-0.00034746946801613154,0.007121073334256322
STM14_5532,-0.007948083889059944,-0.003465840903348759,0.0007931150003482791,-0.014136058764140882,-0.00645227507401028,-0.0036091885476238587,-0.00902945952831731,0.0006684109168813771,9.740971754783113e-05,0.0007803630041269034,0.006347744933574263,0.0009215234770138134,-0.002728455874778586,-0.0053089265389641436,0.0031573363351826518,-0.012028361912878049,-0.001991637910250499,0.00020336151291080356,-0.003695304818307173,-0.006107540878860803
STM14_5533,-0.0032036110442267315,0.0022570230900569735,-0.008010877740896472,-0.010991242040789601,-0.005656382738260631,-0.008148133732874626,0.006060611140153672,-0.012563708711886772,-0.005338252330922615,0.0019235222122297162,0.0069143949067155775,-0.005900493728542012,0.004920086995122438,-0.011793814298625091,-0.0017560770186258112,-0.0011670805370125263,-0.00731224070998901,0.005578130865135224,-0.008556540673867349,0.010691198393135249
STM14_5534,-0.005963430566305108,-0.018539822629572936,0.005143976887258088,-0.02445759956428124,-0.009375416559752272,-0.012415943511211027,0.005839600846162993,-0.02223357093733219,0.01112978860389527,0.016038924486470485,0.020969200039156796,-0.026272238599360915,-0.004407327495039812,0.022383943951832706,0.010992265326813622,-0.011256355540790925,-0.009725080764885196,-0.011317125014669386,-0.0069117389995084514,-0.018282370538164814
STM14_5535,0.0009071770326640414,-0.00037667451941450497,-0.01599396572224527,-0.008505678502753692,-0.008743854367368463,-0.003498783984907874,-0.002030296128941177,-0.01025529719553768,0.005387561775070435,0.0104959116853802,0.03304584866920554,0.010312305942224318,0.006004667792303896,-0.006904254368881195,0.014734936664565768,-0.0012421512638354881,-0.005447722265063028,-0.014450358599477846,-0.0023994349602958352,-0.013452557502488265
STM14_5536,0.004252245987448102,-0.0013239861311099479,-0.018850895180070562,-0.00942746840934109,-0.006205344446885204,-0.009732083151635674,0.007736829785647918,-0.01685179701250706,0.0053200249549449855,0.004463074641833145,0.03800284370629969,0.017645480903363413,0.013731621104093433,-0.00588428111529151,0.01736055714839512,0.011665646243846434,-0.0024100485149228827,-0.016136898923595728,-0.004159486478374834,-0.01368096879390592
STM14_5537,-0.0036044555905563715,-0.006929460523401842,-0.029951491536245822,-0.003634496721296834,0.002523595206200085,-0.0070448288247721294,0.006253452300328921,-0.00838677439728358,0.0021996932219307073,0.00238204783093464,0.0422647466384916,0.01678286707337932,0.01959382675720326,-0.011638281092809778,0.004153150555900128,0.005959309396108666,-0.0014204538220573132,-0.005210000710722171,-0.004520358955381178,-0.014954427178996676
STM14_5538,-0.010581979598582371,-0.003842651749648963,-0.02518342361260264,-0.0014893066408491226,0.0036404182930187146,-0.0045632101262340135,0.0025404462811135856,-0.003631454094997397,0.010821014727818348,0.000648990711712849,0.04405530005084017,0.028254783738015158,0.021545247343077886,-0.0009561535477793155,-0.0011521385189349916,-0.0039537678866101095,-0.0012989495621487223,-0.004630028895497464,-0.002373424226858707,-0.0258143971907469
STM14_5539,-0.014670892717246541,-0.01542122550410778,-0.028221536927634173,-0.0034722992754060923,0.0018126572660179157,0.003959522948237142,0.005661539947784143,-0.003746247035480228,-0.0037526817524703455,-0.0019636417793459267,0.020920600081532056,0.00016953523689784765,0.0009198869032016209,0.012414045114645429,-0.0007173551865318547,-0.003691779062817124,-0.003501609320104458,0.021195648373474887,-0.0006370977110621266,0.02078267090684552
STM14_5540,-0.008906389623535536,-0.017677919760869278,-0.01589768913176348,-0.00894037596210359,-0.0016579515846514722,0.0012282983307376,0.006394991622243068,-0.017481796215948437,-0.003054312422485409,0.001936101998352586,0.00532442672140546,-0.00020980559235330042,-0.008612985202508574,-0.003783574713381491,-0.010487079854670994,-0.0025260820284034396,-0.006916091631681297,-0.005467869344946351,-0.0022717226794453068,0.012851836697465497
STM14_5541,-0.0038693445929782267,-0.006474160012429299,-0.002791036335095533,-0.014836713874031515,-0.002910859887724321,0.0012132368756688204,0.0058757308713171235,-0.008881243299100963,0.005286626374698516,0.0006439948369591207,-0.0005464730157238352,0.0014602429732340544,-0.004321814767630368,-0.011457440222360832,-0.001388827145832222,-0.00445066469110503,-0.006609633255359178,-0.008590469043852293,-0.005880624968728918,-0.0045563883305490115
STM14_5542,-0.0031926213407794213,-0.008969021294243328,-0.008128866750973669,-0.012508408559209462,-0.00271435731088541,-0.0015331387052308946,0.004520498722413261,-0.0032208414959001195,0.0002805742691936092,0.0022787576625174786,-0.0010226705513673125,0.0020618578991024672,0.000773707958061062,-0.015030719658525397,0.0005939422118812693,-0.0035321519712207023,-0.003736003410661838,-0.01995362915945273,-0.004617544175516659,0.005546320240626635
STM14_5543,-0.00019625631063055116,-0.023192939632578628,-0.0035275422239109937,-0.02505497519220706,-0.011803142144974505,-0.007303488044697322,-0.01910049373506615,0.012168250374781055,0.00046216408197740223,0.013514853972258867,0.0068978921667867356,-0.004402593504865546,-0.033590999200437094,0.0428239310632189,0.0030330505980811283,0.012325499938499261,-0.008907042179174417,-0.03191148231162119,-0.0015838813487987619,-0.013740158583783682
STM14_5544,-0.005661024971598162,-0.014452775678618308,-0.00590465664480787,-0.02057348924979425,-0.007143760127551615,-0.006647279909394442,-0.010557979658314252,0.0035237536459142094,-0.001925420838183057,0.0103420994450857,0.013097526326346866,0.019874690360941187,-0.001510990772417663,-0.01959715421984079,0.012871570620525206,-0.000735166043110981,0.004883220481800899,-0.024358355292570952,5.236093573948458e-05,-0.013615501380597849
STM14_5545,0.02286620366736864,-0.01734961179351845,-0.008511300029947166,-0.013818700246472724,-0.0011389373505659803,-0.006481204522677331,-0.01898027055844387,-0.005152127470924127,-0.01628395708931341,-0.007824716847843489,-0.006293740139757452,-0.005328507684313061,-0.005755098065275641,-0.02905081906720588,0.01316055183260045,-0.0036434842341309366,-0.004485726994500784,0.0036531521767187106,-4.3166470249502356e-05,0.002652214784782734
STM14_5546,-0.006143084841953681,-0.03133669824309663,-0.003951465629227366,0.020929101130971732,0.009337625978993187,-0.006603888160105069,0.011939891547381766,-0.011317490646049658,-0.012499723198134962,0.01183725851064681,0.0037436043791376165,-0.009773336939600825,0.017650606373644677,0.0059224093504677295,0.0008115464652144579,-0.0006857920150447829,-0.00029602755674166143,0.003699647375019145,0.011007407935576554,0.007668920026512605
STM14_5547,0.0027413042439969073,-0.013410222374426507,0.010301495719531326,0.0012686245767958076,-0.010678688571885087,0.00025700346510958003,-0.008961403145858162,-0.008284403106817955,-0.0008829044149069576,-0.00016450849170755215,-0.010568696574490378,-0.01176030214199622,-0.0035618735607522134,0.004340069843825992,-0.001156837885774938,-0.006238426769856663,0.004359695860179049,0.04434471084692728,-0.0020370850520228592,0.009217151819578743
STM14_5548,-0.012722893961656283,-0.02897895427479955,-0.013729967179127087,-0.012676634019282903,-0.0001550062756371392,0.0011264177913911989,0.008650347264578275,-0.008807698523433837,-0.01756765475424833,0.0014277127745951751,-0.0018022159914552133,-0.006365279601870111,0.006745779148558066,-0.017013866771460263,-0.004832494751938808,-0.002167970256850918,-0.00367103049940375,0.035512986321861846,-0.000586723571666698,0.0009461760890888305
STM14_5549,0.005273765320112341,-0.025433793142679958,-0.004297490934050692,0.0004518606173374932,-0.0057858840536589694,0.0042480501083664145,-0.007445647012050124,-0.01207245210950723,0.001597364884789996,0.0019263241135597093,0.0023322454276563007,0.01146380402880147,0.010265746812937794,0.011665165785348852,-0.0004428689174478871,-0.001985139084398943,0.003149103706350219,-0.007679511560114959,0.004834248996354663,0.006156512618417016
STM14_5550,0.0013030990418898068,0.01161935075926931,0.012111527043765924,0.006175901899902715,-0.01574546347842765,0.0013269447701156351,-0.01132096026246148,-0.011729965843685223,-0.001769592755449078,0.0016770416532259319,0.01042446937085607,0.01881762873506457,0.011886444287047146,-0.010545570139350723,-0.00024071205360805438,-0.00580849722724705,-0.0011700030287991165,-0.0009817277281268166,-0.00015412628476952337,0.0001676211051260464
