,0
gene_id,Rv1322A
name,Rv1322A
operon,Op863
gene_product,hypothetical protein
COG,Amino acid transport and metabolism
regulator,"Rv0023,Rv2250c,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1322A"">External Database</a>"
