,-0.12532332123178724,-0.10253726282600774,-0.07975120442022823,-0.05696514601444873,-0.03417908760866922,-0.011393029202889718,0.011393029202889787,0.03417908760866928,0.0569651460144488,0.07975120442022832,0.10253726282600781,0.1253233212317873,0.14810937963756682,0.17089543804334634,0.1936814964491258,0.21646755485490532,0.23925361326068484,0.26203967166646436,0.2848257300722439,0.30761178847802334
thresh,-0.136716350434677,0.136716350434677,1,,,,,,,,,,,,,,,,,
unreg,0,1,0,5,128,1912,1739,98,11,4,1,0,0,2,1,1,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['hycD' 'hycQ'],['hycE'],['Rv0083'],['hycP'],['Rv0082'],['Rv0081'],[]
