,0
gene_id,Rv1296
name,thrB
operon,Op850
gene_product,homoserine kinase
COG,Amino acid transport and metabolism
regulator,"sigL,Rv1353c,sigH"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1296"">External Database</a>"
