,0
gene_id,Rv3004
name,cfp6
operon,Op1884
gene_product,low molecular weight protein antigen 6
COG,Function unknown
regulator,"Rv0023,Rv1353c,Rv1776c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3004"">External Database</a>"
