locus,76
Rv0001,-0.0016230373
Rv0002,0.0008732686000000001
Rv0003,-0.0039141589
Rv0004,-0.0086583717
Rv0005,0.006061445600000001
Rv0006,0.0042833487
Rv0007,0.010365281700000001
Rv0008c,-0.0133736975
Rv0009,0.0059486515
Rv0010c,0.0166740934
Rv0011c,0.0133773233
Rv0012,-0.0086768396
Rv0013,0.008010439500000001
Rv0014c,-0.0030805263
Rv0015c,-0.0154702968
Rv0016c,-0.0155751346
Rv0017c,-0.0009751081000000001
Rv0018c,-0.0013570204000000002
Rv0019c,-0.0044047589
Rv0020c,-0.009037100400000001
Rv0021c,-0.011586691900000001
Rv0022c,0.0005745614
Rv0023,0.030866163800000002
Rv0024,-0.028751395800000003
Rv0025,-0.0025977991
Rv0026,-0.0087951407
Rv0027,-0.01941125
Rv0028,-0.0002740268
Rv0029,0.0044805149
Rv0030,-0.0178975554
Rv0032,-0.0212176817
Rv0033,0.0011544241
Rv0034,0.0037306047
Rv0035,-0.0020636318
Rv0036c,-0.0044988573
Rv0037c,-0.011134407800000001
Rv0038,0.0034845566
Rv0039c,-0.007831981
Rv0040c,0.0103665864
Rv0041,0.0032471348000000003
Rv0042c,-0.0054753724
Rv0043c,-0.0018736166
Rv0044c,0.024931135700000003
Rv0045c,0.0100511479
Rv0046c,-0.013620928800000001
Rv0047c,-0.013832521700000001
Rv0048c,-0.005221589400000001
Rv0049,-0.0024678383
Rv0050,0.0070186249
Rv0051,0.0066992574
Rv0052,0.0110990228
Rv0053,-0.012600301500000001
Rv0054,-0.0087349859
Rv0055,-0.0080624105
Rv0056,-0.0082100436
Rv0057,0.005946644300000001
Rv0058,0.0004987771
Rv0059,0.0140344927
Rv0060,-0.0018339276000000002
Rv0061c,-0.0009661141
Rv0062,0.0081839141
Rv0063,-0.0019622812000000002
Rv0063a,-0.0107609578
Rv0064,-0.0037859605000000003
Rv0064A,-0.013963086100000001
Rv0065,0.0157335898
Rv0066c,-0.0030804310000000002
Rv0067c,0.022733476500000002
Rv0068,0.0084517943
Rv0069c,-0.0085971178
Rv0070c,0.0021140268
Rv0071,-0.007602954800000001
Rv0072,0.0021838101
Rv0073,0.006701063100000001
Rv0074,0.0006698608
Rv0075,-0.0061759984
Rv0076c,0.0022880192
Rv0077c,0.015830483700000002
Rv0078,-0.018213221800000002
Rv0078A,0.0010544596
Rv0078B,6.08317e-05
Rv0079,-0.0027605504
Rv0080,0.009552763300000001
Rv0081,-0.030957516900000003
Rv0082,0.0034380944
Rv0083,0.0094980298
Rv0084,0.0052515336
Rv0085,0.006164930900000001
Rv0086,0.0173939899
Rv0087,0.0125542584
Rv0088,-0.0009910122
Rv0089,0.0089058968
Rv0090,0.0032099133
Rv0091,-0.0257818317
Rv0092,-0.0087563894
Rv0093c,0.0235845838
Rv0094c,0.0347702364
Rv0095c,0.020077388300000002
Rv0096,0.0075661667
Rv0097,0.005503464400000001
Rv0098,-0.0213432793
Rv0099,-0.0076787198
Rv0100,0.0069092499
Rv0101,-0.0017030158
Rv0102,-0.0026232767
Rv0103c,0.004609508
Rv0104,0.0061661892
Rv0105c,0.5063128642
Rv0106,0.0071159871
Rv0107c,0.0043489825
Rv0108c,0.0021652286
Rv0109,0.0132614737
Rv0110,0.015745689400000002
Rv0111,0.0004577226
Rv0112,0.0200044623
Rv0113,-0.0057742946
Rv0114,0.01119949
Rv0115,0.0055849146
Rv0115a,-0.0204838853
Rv0116c,0.0047625619
Rv0117,0.0166561044
Rv0118c,-0.0177201699
Rv0119,0.0095046313
Rv0120c,-0.0089187945
Rv0121c,-0.0013183452000000001
Rv0122,-0.0261656314
Rv0123,-0.029231214000000002
Rv0124,-0.0143475232
Rv0125,0.0034545605
Rv0126,-0.0070311706
Rv0127,0.0077207131
Rv0128,-0.016630310500000002
Rv0129c,-0.0001792094
Rv0130,-0.0057060946
Rv0131c,0.0009715765
Rv0132c,0.0084906944
Rv0133,-0.0150944571
Rv0134,-0.0025414542
Rv0135c,-0.0198275561
Rv0136,-0.0032939015000000003
Rv0137c,-0.0185559582
Rv0138,-0.0071750138
Rv0139,-0.0129010863
Rv0140,0.0073963592
Rv0141c,0.0143163912
Rv0142,0.0017744350000000002
Rv0143c,-0.0035471317
Rv0144,-0.0044468377
Rv0145,-0.0036179383000000003
Rv0146,0.0001963792
Rv0147,0.006668405200000001
Rv0148,0.0006379405
Rv0149,0.0053452682
Rv0150c,0.0077215952000000004
Rv0151c,-0.004553838
Rv0152c,0.001230393
Rv0153c,0.0066995336
Rv0154c,0.0025382081
Rv0155,-0.0124314744
Rv0156,0.0202922993
Rv0157,-0.011264008
Rv0157A,0.0172048156
Rv0158,-0.0066938336
Rv0159c,0.0042926771
Rv0160c,0.0161752685
Rv0161,0.0086383911
Rv0162c,0.0085974449
Rv0163,0.0133428443
Rv0164,0.0083604633
Rv0165c,-0.0184459275
Rv0166,0.0085115412
Rv0167,0.0135609682
Rv0168,0.007923318300000001
Rv0169,0.0074905035000000005
Rv0170,0.0085142584
Rv0171,0.0074330699
Rv0172,0.003207038
Rv0173,-0.0008568771000000001
Rv0174,0.0038725580000000003
Rv0175,-2.6545e-06
Rv0176,0.0010733932
Rv0177,0.0097246639
Rv0178,0.007830760400000001
Rv0179c,0.0062959229000000005
Rv0180c,-0.0031891913
Rv0181c,-0.0002953464
Rv0182c,-0.0010211514
Rv0183,-0.0018785989
Rv0184,0.0021788510000000003
Rv0185,-0.015596867700000001
Rv0186,0.011218255100000001
Rv0186A,0.0071964776
Rv0187,-0.0019874505
Rv0188,-0.0100020213
Rv0189c,0.006719696000000001
Rv0190,0.0006435447
Rv0191,0.0063095991
Rv0192,-0.0025683019
Rv0193c,-0.0012472253000000001
Rv0194,0.015533815400000001
Rv0195,0.0763927024
Rv0196,0.0094796267
Rv0197,-0.022874351
Rv0198c,-0.0003282655
Rv0199,-0.0107467068
Rv0200,-0.003965238
Rv0201c,-0.0056798526
Rv0202c,-0.0004126358
Rv0203,0.0027164962
Rv0204c,0.0050701645
Rv0205,-0.0001154897
Rv0206c,0.0074169591
Rv0207c,-0.0061379932000000005
Rv0208c,0.0038293066
Rv0209,0.008274980500000001
Rv0210,0.0185231385
Rv0211,0.0008447738
Rv0212c,-0.0191949556
Rv0213c,-0.0115580479
Rv0214,-0.0215487322
Rv0216,0.011167456000000001
Rv0217c,-0.0025582886
Rv0218,-0.0181326113
Rv0219,0.0019557305
Rv0220,-0.0089114356
Rv0221,0.0011448736
Rv0222,-0.0099436149
Rv0223c,0.0056577401
Rv0224c,-0.0266494395
Rv0225,-0.0027612085
Rv0226c,-0.0010641522000000001
Rv0227c,0.0010559080000000002
Rv0228,0.0064535627
Rv0229c,0.0259539796
Rv0230c,-0.0014304691
Rv0231,0.0100282159
Rv0232,-0.0121356537
Rv0233,-0.0064493186
Rv0234c,-0.008284713
Rv0235c,-0.0020932315000000003
Rv0236c,0.0043516055
Rv0236A,0.0031292219
Rv0237,0.007420536
Rv0238,-0.0124792971
Rv0239,-0.0066799503
Rv0240,-0.0013323780000000002
Rv0241c,0.031955295
Rv0242c,0.019347356700000002
Rv0243,0.0135518415
Rv0244c,0.0146444529
Rv0245,-0.0039638237
Rv0246,-0.0127651902
Rv0247c,-0.001225512
Rv0248c,-0.0082671962
Rv0249c,0.0020155275
Rv0250c,0.013485207
Rv0251c,-0.011116389
Rv0252,-0.0103322358
Rv0253,-0.0082481814
