,0
gene_id,Rv2141c
name,Rv2141c
operon,Op1342
gene_product,hypothetical protein
COG,Amino acid transport and metabolism
regulator,"Rv0081,Rv0494,trcR,Rv2250c,devR,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2141c"">External Database</a>"
