sample,Rv2828A
SRX3995807,-0.3251588643
SRX3995806,-0.1071268356
SRX3995809,-0.059350575200000005
SRX3995808,0.9291462528000001
SRX4619048,0.2827554814
SRX4619047,0.793958004
SRX4619049,0.5668751555
SRX4619050,-0.0182132095
SRX3995804,-0.1844587078
SRX3995805,0.1844587078
SRX5089845,-1.0249684786
SRX5089844,-0.49859187930000004
SRX5089860,0.0263271285
SRX5089859,0.0998504234
SRX5089858,-0.12617755190000002
SRX5089854,0.3728635356
SRX5089853,0.5777830107
SRX5089852,0.2065373717
SRX5089856,0.0938847226
SRX5089855,-0.1534508177
SRX5089857,-0.1324996445
SRX5089868,0.0615057964
SRX5089866,0.47534818910000004
SRX5089867,0.5646158632
SRX5089870,0.5448158585
SRX5089869,0.1533247683
SRX5089871,0.4582439256
SRX5089846,0.8299407573
SRX5089848,0.5610934858000001
SRX5089847,1.3924902034
SRX5089849,-0.3615481741
SRX5089850,-0.0765843144
SRX5089851,-0.5782718259
SRX5089863,0.5135427628
SRX5089861,0.0396519176
SRX5089862,0.40360100120000003
SRX5089865,0.23879119610000002
SRX5089864,-0.3602648842
SRX5388955,0.07419827650000001
SRX5388957,-0.1502569239
SRX5388954,0.0069774304
SRX5388956,0.0690812169
SRX5388960,0.9743230239
SRX5388961,0.9140355574000001
SRX5388959,0.9969890625000001
SRX5388958,0.8102689265
SRX5388964,0.5612576133
SRX5388965,0.670981433
SRX5388962,0.5498475016000001
SRX5388963,0.560704846
SRX6889335,0.25555596340000003
SRX6889333,-0.25555596340000003
SRX6810002,-0.38976659150000004
SRX6810004,-0.0283058666
SRX6810003,0.4180724581
SRX6810006,1.2125255086
SRX6810005,0.6464206634
SRX6810007,1.5932678891
ERX1818322,-0.2182163608
ERX1818321,0.2182163608
SRX2617830,-0.45979032740000003
SRX2617831,-0.1734191889
SRX2617833,0.11921859550000001
SRX2617832,0.4654138917
SRX2617828,0.1671633727
SRX2617827,0.3031836908
SRX2617829,-0.4703470635
SRX3456119,-0.0772158815
SRX3456118,0.0794256784
SRX3456117,-1.2608541647
SRX3456101,0.0413461445
SRX3456099,0.1152745845
SRX3456100,-0.15662072900000001
SRX3456107,1.0405963229
SRX3456105,0.9664718718
SRX4374122,0.1348914279
SRX4374121,0.4661393755
SRX4374123,0.6258315439000001
SRX4374124,-0.631669355
SRX4374125,0.4857853459
SRX4374126,0.14588400910000002
SRX4374127,0.5963032579
SRX4374128,0.8567334539
SRX4374129,0.0754962212
SRX4374130,0.23119548620000002
SRX4374132,-0.3077670988
SRX4374131,0.0377490133
SRX4374133,0.1588202691
SRX4374135,0.21426186460000002
SRX4374134,0.1232744337
SRX4374138,-0.0830469597
SRX4374136,0.1013731055
SRX4374137,0.4550065172
SRX1091379,0.14438121580000002
SRX1091380,0.27682437660000003
SRX1091377,-0.021882174600000002
SRX1091378,0.021882174600000002
SRX4647145,0.30477768310000003
SRX4647146,-0.546688158
SRX4647147,-0.1043293409
SRX4647144,0.1954926881
SRX4647143,-0.0948178092
SRX4647142,-0.1006748789
SRX4647155,0.1104613878
SRX4647152,0.4132684654
SRX4647153,0.5562265158
SRX4647154,-0.33588418340000004
SRX4647148,0.35418600640000003
SRX4647149,-0.0088059618
SRX4647151,-0.1002696332
SRX4647150,0.1632275162
SRX4647123,-0.016257256600000002
SRX4647124,-0.0484445424
SRX4647125,0.064701799
SRX3103185,-0.32235789260000003
SRX3103189,-0.7229854264000001
SRX3103187,-0.0860344385
SRX3103184,0.0720952824
SRX3103188,-0.0170285246
SRX3103186,-0.055066757800000005
SRX1372110,0.7273998634000001
SRX1372111,0.3446078198
SRX1372108,0.18816502370000002
SRX1372109,-0.18816502370000002
SRX4506085,-0.07077927440000001
SRX4506083,-1.9249e-06
SRX4506089,-0.0646582996
SRX4506087,0.1339559801
SRX4506077,0.0866717485
SRX4506079,0.0335005413
SRX4506075,-0.35083848300000003
SRX4506081,0.2306661932
SRX4506084,0.27342872020000003
SRX4506086,-0.08066128780000001
SRX4506088,0.2484774495
SRX4506090,0.5070107167
SRX4506078,0.5430807362
SRX4506080,-0.1333342844
SRX4506082,0.2693319114
SRX4506076,-0.1034474187
SRX5352221,0.3159102398
SRX5352223,0.3433823073
SRX5352222,0.0102766509
SRX5352229,-0.0849092451
SRX5352227,-0.4086818246
SRX5352228,0.034657188900000004
SRX5352231,-2.2379232142
SRX5352232,-1.865193094
SRX5352230,-2.5895462479
SRX5352225,-0.2991918799
SRX5352224,-0.42633555840000004
SRX5352226,-0.5269350209
SRX5352220,0.0830056076
SRX5352219,0.0367592306
SRX5352218,-0.1197648382
SRX4498228,0.0209200546
SRX4498224,-0.48815719100000005
SRX4498230,-0.3959006792
SRX4498226,0.2416907959
SRX4498218,-0.079758571
SRX4498216,0.3166609564
SRX4498220,0.007305408100000001
SRX4498222,-0.24420779350000002
SRX4498225,-0.1212393764
SRX4498227,-0.1686969481
SRX4498231,-0.4319915398
SRX4498229,-0.1043804561
SRX4498217,-0.0857204329
SRX4498221,-0.49545014860000003
SRX4498219,-0.1541880941
SRX4498223,-0.2476749682
SRX5079928,-0.09249645000000001
SRX5079930,-0.21943376380000001
SRX5079929,-0.3523041612
SRX5079923,-0.2437953089
