,0
gene_id,Rv0114
name,gmhB
operon,Op77
gene_product,D-glycero-alpha-D-manno-heptose-1%2C7-bisphosphate 7-phosphatase
COG,Amino acid transport and metabolism
regulator,"Rv0023,Rv0047c,Rv0081,Rv0135c,Rv0273c,Rv0328,Rv0678,phoP,csoR,trcR,Rv1353c,Rv1473A,Rv1776c,Rv1816,mbcA,Rv3050c,mtrA,lsr2,Rv3736,tcrX"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0114"">External Database</a>"
