,0
gene_id,Rv0876c
name,Rv0876c
operon,Op567
gene_product,transmembrane protein
COG,Amino acid transport and metabolism
regulator,"Rv1353c,whiA,Rv1473A,vapB15,Rv2250c,Rv2642,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0876c"">External Database</a>"
