,0
gene_id,Rv1742
name,Rv1742
operon,Op1087
gene_product,hypothetical protein
COG,No COG annotation
regulator,"csoR,Rv1816"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1742"">External Database</a>"
