,0
gene_id,Rv0470A
name,Rv0470A
operon,Op314
gene_product,hypothetical protein
COG,Coenzyme transport and metabolism
regulator,"Rv0023,trcR,mbcA"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0470A"">External Database</a>"
