,0
gene_id,Rv2104c
name,vapB37
operon,Op1315
gene_product,antitoxin VapB37
COG,No COG annotation
regulator,"csoR,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2104c"">External Database</a>"
