,0
gene_id,Rv0410c
name,pknG
operon,Op276
gene_product,serine/threonine-protein kinase PknG
COG,Transcription
regulator,"Rv0023,Rv0047c,Rv0081,Rv0678,Rv0767c,trcR,Rv1049,Rv1255c,whiA,Rv1776c,Rv1816,Rv2250c,Rv3066,Rv3249c,kstR,lsr2,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0410c"">External Database</a>"
