,0
gene_id,Rv1988
name,erm(37)
operon,Op1247
gene_product,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)
COG,"Translation, ribosomal structure and biogenesis"
regulator,"Rv0023,Rv0081,Rv0678,Rv1719,Rv1776c,Rv2250c,whiB7,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1988"">External Database</a>"
