,0
gene_id,Rv0037c
name,Rv0037c
operon,Op22
gene_product,MFS-type transporter
COG,Amino acid transport and metabolism
regulator,"csoR,Rv2324,Rv3249c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0037c"">External Database</a>"
