,0
gene_id,Rv1855c
name,Rv1855c
operon,Op1166
gene_product,oxidoreductase
COG,Energy production and conversion
regulator,"Rv0324,Rv1353c,Rv1776c,Rv1816"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1855c"">External Database</a>"
