,-0.13508151879904154,-0.10506340351036564,-0.07504528822168974,-0.04502717293301384,-0.015009057644337936,0.015009057644337964,0.045027172933013865,0.07504528822168977,0.10506340351036567,0.1350815187990416,0.16509963408771747,0.19511774937639334,0.22513586466506927,0.2551539799537452,0.28517209524242104,0.31519021053109697,0.3452083258197729,0.3752264411084488,0.40524455639712476,0.4352626716858006
thresh,-0.15009057644337948,0.15009057644337948,1,,,,,,,,,,,,,,,,,
unreg,0,2,2,52,1928,1859,55,4,1,0,0,1,0,0,0,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['usfY'],[],[],[],[],['lat'],['Rv3289c'],[],[]
