,0
name,Rv0135+Rv1019
TF,Rv0135c+Rv1019
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0135c"" target=""_blank"">Rv0135c</a> and <a href=""https://mycobrowser.epfl.ch/genes/Rv1019"" target=""_blank"">Rv1019</a>"
Function,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons
Category,Nucleic Acids
has_venn,True
scatter,2
has_meme,False
precision,1.0
recall,1.0
