,Value,list
TF,sigK,
reg_genes,17,"['Rv2978c' 'Rv3839' 'sigK' 'fbpB' 'PPE37' 'pks6' 'rpfC' 'whiB4' 'hspX'
 'Rv3902c']"
comp_genes,8,['mpt83']
both_genes,7,['Rv0448c' 'mpt70' 'Rv0446c' 'Rv2876' 'ufaA1' 'Rv0449c' 'dipZ']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
