,-0.10682011094691737,-0.07630007924779812,-0.04578004754867887,-0.015260015849559619,0.015260015849559633,0.0457800475486789,0.07630007924779814,0.10682011094691737,0.13734014264603664,0.1678601743451559,0.19838020604427517,0.22890023774339438,0.2594202694425136,0.28994030114163294,0.32046033284075215,0.35098036453987136,0.3815003962389907,0.4120204279381099,0.4425404596372292,0.4730604913363484
thresh,-0.122080126796477,0.122080126796477,2,,,,,,,,,,,,,,,,,
unreg,0,1,23,2030,1803,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0
sigK,0,0,0,5,3,1,1,0,0,2,1,1,1,0,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['mpt83'],[],[],[],[],[],[]
sigK_genes,[],[],[],['rpfC' 'whiB4' 'pks6' 'hspX' 'fbpB'],['Rv3902c' 'Rv2978c' 'Rv3839'],['PPE37'],['sigK'],[],[],['Rv0446c' 'Rv0449c'],['ufaA1'],['Rv2876'],['dipZ'],[],['Rv0448c'],[],['mpt70'],[],[],[]
