,0
gene_id,Rv0551c
name,fadD8
operon,Op364
gene_product,fatty-acid--CoA ligase FadD8
COG,Lipid transport and metabolism
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0551c"">External Database</a>"
