,0
gene_id,Rv3782
name,glfT1
operon,Op2372
gene_product,galactofuranosyl transferase GlfT
COG,Function unknown
regulator,"Rv0023,Rv0081,Rv0302,Rv0324,Rv0678,phoP,csoR,Rv1049,Rv1255c,whiA,Rv1773c,higA,mbcA,Rv2011c,Rv3173c,lsr2,espR,whiB6"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3782"">External Database</a>"
