,0
gene_id,Rv0062
name,celA1
operon,Op41
gene_product,cellulase CelA
COG,Carbohydrate transport and metabolism
regulator,"Rv0023,Rv0081,Rv0302,Rv0678,csoR,trcR,Rv1353c,whiA,Rv2642,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0062"">External Database</a>"
