,0
gene_id,Rv2037c
name,Rv2037c
operon,Op1278
gene_product,transmembrane protein
COG,Function unknown
regulator,"Rv2250c,devR,sigH,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2037c"">External Database</a>"
