,-0.12106858416834577,-0.09080143812625933,-0.060534292084172894,-0.030267146042086454,-1.3877787807814457e-17,0.030267146042086426,0.06053429208417287,0.0908014381262593,0.12106858416834575,0.15133573021043223,0.18160287625251864,0.21187002229460505,0.24213716833669152,0.272404314378778,0.3026714604208644,0.3329386064629508,0.3632057525050373,0.39347289854712375,0.4237400445892102,0.4540071906312966
thresh,-0.136202157189389,0.136202157189389,1,,,,,,,,,,,,,,,,,
unreg,0,0,5,301,3276,312,7,1,0,0,1,0,0,0,0,1,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['Rv0839'],[],[],[],[],['Rv2989'],[],['leuC' 'leuD'],[],[]
