,0
gene_id,Rv2517c
name,Rv2517c
operon,Op1590
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0023,mprA,mprB,Rv2720 ,whiB4"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2517c"">External Database</a>"
