Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Rv0035,-0.0030947492669040457,0.01456286472815607,-0.01566139800510627,0.01092079711478562,-0.006810655062857935,0.0013269232936828793,-0.002674020563901404,-0.011353150839397452,0.0013746886547106368,-0.0016310846748274232,0.0021098788374665717,-0.004607621312780484,-0.021844553909660065,-0.04076054484848179,0.0023184342461687766,-0.0008708578139152562,-0.02316656970892839,-0.008115805115249352,0.0070994041989410235,0.005540930443086397,0.014624786975975173,0.00283345139896281,-0.0036753968099811625,-0.013712256276443648,0.012046725193413873,0.015448767153050663,0.053448976656371626,0.0008768561848208834
Rv0036c,-0.00022681309132195377,0.00014678952592670668,0.004064230094964336,-7.9898618924303e-05,-0.0009425451440513424,0.0008362727003591693,-0.002019874511447151,0.007303367139231405,-0.009688296963258786,0.008674820820644618,0.006835361715436503,-0.00713221754150152,-0.005736715511620596,-0.003873605757105404,0.0057411982267388,0.005299847605753997,0.005452685883296127,-0.0027963434515131946,-0.007392108988054499,-0.006899169902514071,0.005487002901295894,0.00014095663086826594,-0.017208211268759276,-0.00736890020982037,-0.015489478357482751,0.007550640996886747,0.005654356774761963,-0.002233350863845506
Rv0037c,0.012152285627574345,-0.008095720890582305,0.012907979224440196,-0.0018490914964709932,-0.01369157967549007,0.003597169860473753,-0.007957642923137347,0.005544107825057855,-0.013687778942535091,-0.0016960080122693775,0.0007349549564765551,-0.01848965872804184,-0.014499482322234246,-0.0005283640942323725,-0.006526607775619603,0.0004942690739608952,0.0013220852925794322,0.0007924043713143849,0.0016342787800391757,0.00495354572868813,0.0036584760525064,-0.006977460651428361,0.007663013461830387,-0.0008871378092481359,-0.011215229780521115,0.0003947490153113067,-0.0020043085295068487,-0.005690428535543169
Rv0038,-0.0037947323345255395,-0.00287613078938948,0.011700185881392478,-0.0059525904414018055,-0.013134758529929735,0.00023936167644503418,-0.0008163914098242839,-0.0005309169845062664,-0.0036293231035880533,-0.003994236370037474,0.007982606917332772,-0.0035973216950378486,-0.004258268445812885,-0.004783697776292761,0.000564492993217959,-0.0027571787198989407,0.0041065149357137724,0.0005474662413503375,-0.013709705906067363,0.0020881582877281127,-0.0032793861801214998,-0.0016632616642949787,-0.009499033993339902,-0.014257847422714454,-0.007215292663796111,0.0021011875861545234,-0.003023861088497365,-0.01349253757295528
Rv0039c,-0.007452143816047315,-0.006327189882471733,-0.004198761481738148,0.0025561591263768774,-0.024397299879848167,-0.010625506504058056,-0.0011982928576174134,0.00042823472265569184,0.05043188023921226,-0.03276957208569319,-0.009222846078061914,-0.007872055841700424,-0.007127375834606716,-0.007626425076203674,-0.01044408872097323,-0.01621497151978822,0.008495251343478356,-0.001720862480241561,0.061647163052287964,-0.012696962809670509,0.02330739583252441,-0.00771072167164373,0.0015936631169386226,-0.0028675301713220014,-0.010468222606876377,0.0015815223073750017,-0.002123388628964605,-0.0013581187626866293
Rv0040c,-0.006379380723638852,0.010502200032000721,0.008383568118068126,0.0021578627768498045,-0.010072891684258204,-0.0061560622606278495,-0.004965594661837127,0.00708602730783197,0.0035666439889118534,0.007825714005214379,0.0043757081910325455,-0.013343520371420751,-0.0005255070053842987,0.002315480301676275,-0.012243665608200768,-0.018102012014078604,-0.002312453411047265,0.0018554264560535863,0.1223295609761704,-0.009723850134964176,0.012784830483807057,-0.03709028439904647,0.0009866228868998413,-0.008159362320070166,-0.02375547946925929,-0.015254062124474388,0.02572799040840385,-0.001984077412404122
Rv0041,-0.0019691193726455126,-0.006045649904720454,-0.0030470521572094167,0.006727526381262531,0.004592916461095628,-0.009711343002446738,-0.007366984864883982,0.0028312888824609237,-0.006289390066640414,0.010284864874441708,0.0034268714426153625,-0.005220697097355262,-0.007428064398791092,0.005148821424290245,-0.0005650679572592613,0.0030531586669042157,0.005951106940764673,-0.0031679049682576395,0.009521014306465478,0.008885734719310468,-0.014599203321648642,-0.004145761876188747,-0.007943654620903493,-0.0018315362544955222,0.007034697742547594,0.014078465014130848,-0.012626759635296872,-0.004078792395852164
Rv0042c,-0.0064613897024545204,0.007836114059687375,0.003733881376550518,0.008383865733033811,-0.012010360897881236,0.00875804411935224,0.013046992065898298,-0.030037046535809294,-0.02957013256540053,-0.011609688997799593,-0.002808784301063326,-0.0018756055764202599,1.3615636635602154e-05,-0.019048121331766858,0.0026038287853305648,0.01228312468527196,0.0024442973468677977,-0.002664053401237938,0.0057602703053081395,0.016836244353938157,0.008363602562736192,0.007329490756421671,-0.004353157721866906,0.004994424113698307,0.017269222069389734,-0.013872307906113766,-0.006676757043054862,-0.012927578498457123
Rv0043c,-0.00046287149954347663,-0.004327586624798207,-0.010985683033767029,0.009320128204815294,-0.01598608513106549,-0.003156676126740343,0.005456699179023992,-0.008782619711684174,0.016250857417346186,0.006229347759024859,0.006790096577221441,0.0033271926205784897,0.012656482765270196,0.007724659273189541,0.0021303418591105687,0.0012323363999180359,0.002169294711202565,-0.0035689753417892543,-0.003992954820601012,0.00835811637315868,-0.007056192827037069,-0.012464668628524397,-0.002751105172836688,-0.002688847452240547,0.0039380275340754,0.006136443257879786,0.004398215598139131,0.010508571246489233
Rv0044c,0.0038482775852355738,-0.0017965233382866098,0.00016405753748155043,-0.0014185186767167476,-0.003556405540597462,0.003841976953660352,0.0024786617739441653,-0.003382617376296901,-0.011455367131815528,-0.00277679509185797,0.010405965631184805,-0.004987333408542311,0.013247247575957148,0.0006534516575660271,-0.0041717773212586835,0.001306528095610689,-1.72835742606904e-05,-0.005250904155492666,0.005563495003114679,0.00016107830797887829,0.003364994685739291,-0.003733983986798668,-0.0035558027292879424,-0.0031187439414612373,0.003961633145243794,0.011620426795057781,0.02264454656017516,0.0033942509609934425
Rv0045c,0.002600887267000042,0.014677364798167404,-0.01508393853416325,-0.05578684444171318,-0.0034891792416960337,-0.010167869552686868,-0.008125933074416333,0.030847756539598526,0.00035306185265207584,-0.023113515173885865,0.0028395536134191257,0.022238589514859488,0.02111770498575114,0.011508385481225925,-0.01605291751380621,-0.02819685506415079,0.002613567953631522,-0.016118868785642365,0.019587090116873325,0.008527191284990852,-0.005950868195108453,0.026585184963456066,-0.00475082054952143,0.01917257334878351,-0.01560798505055132,0.009209485839748382,0.009073980222388377,0.0031484059964253653
Rv0046c,-0.0021795305253135126,0.018593950358070484,-0.022790037079068116,-0.037713037264576525,0.0019008200127021368,0.0027635162074378227,-0.004583087155456093,0.07130911323851616,0.0008780570235658751,-0.014390505358582445,-0.002937354089615156,0.00468051116009063,0.007811143653087284,0.027425018689415687,-0.01958311931535012,-0.017521972394659736,0.010768003836772153,-0.011113038127749681,0.0413174228197529,0.00813897741238324,-0.01077442863006889,0.0015770264709848844,0.001727830172746231,0.027535960046375752,-0.03991850270168144,-0.003596171573326823,0.03240474638059464,0.007746370191194822
Rv0047c,-0.004435605946172946,0.02160074716006804,-0.03623463835320504,-0.05725532533408708,0.00809584391873461,-0.01587224947801804,-0.005041021580836091,0.038875628246512424,0.002757237585272514,-0.010796332529188372,-0.00481542083632659,0.017748122260824967,0.005423921430681564,0.026204509689077327,-0.007745517056922003,-0.010063228020102115,-0.0016802410511328305,-0.008681324423401209,0.034399388293872,0.01603215749967015,-0.024504606911118314,0.04192278999549578,-0.009873313745347974,0.010418715042517372,-0.012687318449982483,-0.023542135669830072,-0.003748787542295985,-0.0006030412864499674
Rv0048c,0.012132890543048148,-0.01515599348337949,-0.016521093571536437,-0.006924800085700164,0.013358752073193458,-0.011082950656773345,-0.002288452637854075,0.013383495993462547,0.002883779656790969,0.01279521704670188,-0.01710182875644613,0.023900342157170674,-0.005671822783070807,0.006212418877481748,-0.0126996650476938,0.0033966497698024135,-0.013665847715244588,-0.00726636969336383,-0.0025098308764750187,0.0017221783488164694,-0.017701775958279594,0.010133296368334292,-0.024118719683038487,-0.0077587458943549105,0.007469586820147227,-0.008276173266274433,-0.0015960402635005007,-0.011439040673668011
Rv0049,0.013069359825441322,-0.024207467236195657,0.0028492626631281357,-0.010555028222634263,-0.008502379965683099,0.002903104662211541,-0.01736518285384391,0.0031177219962733906,0.010451219176576194,0.0030379721988815743,0.0055950541680425785,0.002492755784807639,0.002249791052858641,-0.0028153594490362564,-0.00803643257135053,0.01783192271580233,-0.001746688939774292,-0.00011779302697362525,0.01343652120126853,0.0017728434988536874,-0.007979687162081089,-0.017977529141427945,-0.013880358995437126,-0.00748109473489417,0.014254896623757741,0.0001247371043674907,0.003511595663963962,-0.0259649507226421
Rv0050,0.00506311637762346,-0.01613501576650568,0.0020951191048651533,0.011739733853715212,0.012473536933824813,-0.003066394717993007,-0.010550393374784146,0.009557280016354227,0.005382226322107475,0.005998552488254265,0.012800794884351034,0.0002727779701163275,0.0007193992773617743,-0.007548060874003647,-0.016205801528453204,-0.0010176234589484097,-0.0050306985883473996,-0.00480626701846194,0.00965269404741282,0.005857149243583111,-0.01211627465025267,-0.01378520575199165,-0.012185229049015825,-0.012265047001314559,0.0047004949647148075,-0.00991918284776897,0.024491575874582925,-0.011735764633787336
