,0
gene_id,Rv2614A
name,Rv2614A
operon,Op1646
gene_product,hypothetical protein
COG,No COG annotation
regulator,Rv1776c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2614A"">External Database</a>"
