,-0.2475329656179933,-0.1925256399251059,-0.13751831423221852,-0.08251098853933114,-0.02750366284644376,0.027503662846443594,0.082510988539331,0.1375183142322184,0.19252563992510577,0.24753296561799312,0.30254029131088045,0.3575476170037679,0.41255494269665527,0.4675622683895426,0.5225695940824301,0.5775769197753174,0.6325842454682048,0.6875915711610922,0.7425988968539795,0.7976062225468669
thresh,-0.275036628464437,0.275036628464437,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,2023,1878,1,0,0,0,0,0,0,1,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['mycP1'],[],[],[],['eccE1'],[],[]
