,0
gene_id,Rv3769
name,Rv3769
operon,Op2363
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0023,Rv0081,Rv0324,Rv2989,devR,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3769"">External Database</a>"
