,0
gene_id,Rv0027
name,Rv0027
operon,Op17
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv1776c,Rv2989"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0027"">External Database</a>"
