sample,Rv2062c
SRX3995807,-0.0682681773
SRX3995806,0.0589619746
SRX3995809,-0.14167507810000002
SRX3995808,0.3446825274
SRX4619048,-0.1775194148
SRX4619047,0.2285303743
SRX4619049,0.0585057687
SRX4619050,-0.308599671
SRX3995804,-0.2915894785
SRX3995805,0.2915894785
SRX5089845,-0.0486432945
SRX5089844,0.1531836536
SRX5089860,-0.048151119000000006
SRX5089859,-0.0605757398
SRX5089858,0.1087268588
SRX5089854,-0.3058829944
SRX5089853,-0.2819112165
SRX5089852,-0.30429509180000003
SRX5089856,1.0165609697
SRX5089855,1.0019644492
SRX5089857,0.8213307414000001
SRX5089868,-0.2093764224
SRX5089866,-0.4244901695
SRX5089867,-0.2016948355
SRX5089870,0.8952990265
SRX5089869,0.8201740741
SRX5089871,0.7124414239
SRX5089846,-0.0261409594
SRX5089848,-0.09092236000000001
SRX5089847,-0.09947345290000001
SRX5089849,0.9053310771
SRX5089850,1.0520817144
SRX5089851,0.9170212486
SRX5089863,0.32714334770000003
SRX5089861,-0.020362560000000002
SRX5089862,0.0782471175
SRX5089865,1.0931047597
SRX5089864,1.0948732144
SRX5388955,-0.0585762079
SRX5388957,-0.1054692384
SRX5388954,0.1074880087
SRX5388956,0.0565574376
SRX5388960,-0.9227548887
SRX5388961,-0.8575183190000001
SRX5388959,-0.7505810637
SRX5388958,-0.8422855025
SRX5388964,-0.7273579605
SRX5388965,-0.5663826824
SRX5388962,-0.6513623535
SRX5388963,-0.7775504803000001
SRX6889335,0.2737497185
SRX6889333,-0.2737497185
SRX6810002,-0.0584578378
SRX6810004,-0.0841078465
SRX6810003,0.1425656844
SRX6810006,0.0940307811
SRX6810005,-0.2609417495
SRX6810007,0.22562581140000001
ERX1818322,-0.3227092211
ERX1818321,0.3227092211
SRX2617830,0.0612427659
SRX2617831,0.16764617140000002
SRX2617833,-0.7487919048
SRX2617832,-0.6595965789
SRX2617828,0.1168393771
SRX2617827,0.022947647300000002
